survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,fare_capped,sex_encoded,embarked_c,embarked_q,embarked_s,family_size,is_alone
0,2,male,30.0,0,0,0.0,second,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,3,male,7.0,4,1,29.125,third,child,False,queenstown,no,False,29.125,0,False,True,False,6,0
1,3,female,35.0,1,1,20.25,third,woman,False,southampton,yes,False,20.25,1,False,False,True,3,0
0,3,male,65.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
0,3,male,28.0,0,0,7.8542,third,man,True,southampton,no,True,7.8542,0,False,False,True,1,1
0,3,male,16.0,0,0,9.5,third,man,True,southampton,no,True,9.5,0,False,False,True,1,1
1,3,male,19.0,0,0,8.05,third,man,True,southampton,yes,True,8.05,0,False,False,True,1,1
0,1,male,40.0,0,0,26.0,first,man,True,southampton,no,True,26.0,0,False,False,True,1,1
0,3,male,33.0,0,0,8.6625,third,man,True,cherbourg,no,True,8.6625,0,True,False,False,1,1
1,3,male,30.0,0,0,9.5,third,man,True,southampton,yes,True,9.5,0,False,False,True,1,1
0,3,male,22.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,2,male,42.0,0,0,13.0,second,man,True,southampton,yes,True,13.0,0,False,False,True,1,1
1,3,female,22.0,0,0,7.75,third,woman,False,queenstown,yes,True,7.75,1,False,True,False,1,1
1,1,female,26.0,0,0,78.85,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
1,1,female,19.0,1,0,91.0792,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
0,2,male,36.0,0,0,12.875,second,man,True,cherbourg,no,True,12.875,0,True,False,False,1,1
0,3,female,24.0,0,0,8.85,third,woman,False,southampton,no,True,8.85,1,False,False,True,1,1
0,3,male,24.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,1,male,40.0,0,0,27.7208,first,man,True,cherbourg,no,True,27.7208,0,True,False,False,1,1
0,3,male,23.5,0,0,7.2292,third,man,True,cherbourg,no,True,7.2292,0,True,False,False,1,1
0,1,female,2.0,1,2,151.55,first,child,False,southampton,no,False,65.6344,1,False,False,True,4,0
1,1,male,40.0,0,0,30.5,first,man,True,southampton,yes,True,30.5,0,False,False,True,1,1
1,1,female,50.0,0,1,247.5208,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
1,3,female,21.5,0,0,7.75,third,woman,False,queenstown,yes,True,7.75,1,False,True,False,1,1
1,3,male,25.0,2,0,23.25,third,man,True,queenstown,yes,False,23.25,0,False,True,False,3,0
0,3,male,19.0,0,0,0.0,third,man,True,southampton,no,True,0.0,0,False,False,True,1,1
1,2,female,28.0,0,0,12.35,second,woman,False,queenstown,yes,True,12.35,1,False,True,False,1,1
0,3,male,25.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,1,male,0.92,1,2,151.55,first,child,False,southampton,yes,False,65.6344,0,False,False,True,4,0
1,1,female,35.0,0,0,110.8833,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
1,1,female,17.0,1,0,108.9,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
0,2,male,30.0,1,0,24.0,second,man,True,cherbourg,no,False,24.0,0,True,False,False,2,0
1,1,female,30.0,0,0,56.9292,first,woman,False,cherbourg,yes,True,56.9292,1,True,False,False,1,1
1,1,female,24.0,0,0,83.1583,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
1,1,female,18.0,2,2,262.375,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,5,0
0,2,female,26.0,1,1,26.0,second,woman,False,southampton,no,False,26.0,1,False,False,True,3,0
0,3,male,28.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,2,male,43.0,1,1,26.25,second,man,True,southampton,no,False,26.25,0,False,False,True,3,0
1,3,female,26.0,0,0,7.8542,third,woman,False,southampton,yes,True,7.8542,1,False,False,True,1,1
1,2,female,24.0,1,0,26.0,second,woman,False,southampton,yes,False,26.0,1,False,False,True,2,0
0,2,male,54.0,0,0,14.0,second,man,True,southampton,no,True,14.0,0,False,False,True,1,1
1,1,female,31.0,0,2,164.8667,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,3,0
1,1,female,40.0,1,1,134.5,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,3,0
0,3,male,22.0,0,0,7.25,third,man,True,southampton,no,True,7.25,0,False,False,True,1,1
0,3,male,27.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,2,female,30.0,0,0,12.35,second,woman,False,queenstown,yes,True,12.35,1,False,True,False,1,1
1,2,female,22.0,1,1,29.0,second,woman,False,southampton,yes,False,29.0,1,False,False,True,3,0
0,3,male,25.0,8,2,69.55,third,man,True,southampton,no,False,65.6344,0,False,False,True,11,0
1,1,female,36.0,0,0,135.6333,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
0,3,male,61.0,0,0,6.2375,third,man,True,southampton,no,True,6.2375,0,False,False,True,1,1
1,2,female,36.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
1,3,female,31.0,1,1,20.525,third,woman,False,southampton,yes,False,20.525,1,False,False,True,3,0
1,1,female,16.0,0,1,57.9792,first,woman,False,cherbourg,yes,False,57.9792,1,True,False,False,2,0
1,3,female,21.5,2,0,23.25,third,woman,False,queenstown,yes,False,23.25,1,False,True,False,3,0
0,1,male,45.5,0,0,28.5,first,man,True,southampton,no,True,28.5,0,False,False,True,1,1
0,1,male,38.0,0,1,153.4625,first,man,True,southampton,no,False,65.6344,0,False,False,True,2,0
0,3,male,16.0,2,0,18.0,third,man,True,southampton,no,False,18.0,0,False,False,True,3,0
1,1,female,35.0,1,0,133.65,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,2,0
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,1,male,29.0,1,0,66.6,first,man,True,southampton,no,False,65.6344,0,False,False,True,2,0
1,1,female,41.0,0,0,134.5,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
1,3,male,45.0,0,0,8.05,third,man,True,southampton,yes,True,8.05,0,False,False,True,1,1
0,1,male,45.0,0,0,35.5,first,man,True,southampton,no,True,35.5,0,False,False,True,1,1
1,2,male,2.0,1,1,26.0,second,child,False,southampton,yes,False,26.0,0,False,False,True,3,0
1,1,female,24.0,3,2,263.0,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,6,0
0,2,male,28.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,2,male,25.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,2,male,36.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
1,2,female,24.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
1,2,female,40.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
1,3,female,21.5,1,0,16.1,third,woman,False,southampton,yes,False,16.1,1,False,False,True,2,0
1,3,male,3.0,1,1,15.9,third,child,False,southampton,yes,False,15.9,0,False,False,True,3,0
0,3,male,42.0,0,0,8.6625,third,man,True,southampton,no,True,8.6625,0,False,False,True,1,1
0,3,male,23.0,0,0,9.225,third,man,True,southampton,no,True,9.225,0,False,False,True,1,1
0,1,male,40.0,0,0,35.0,first,man,True,southampton,no,True,35.0,0,False,False,True,1,1
0,3,male,15.0,1,1,7.2292,third,child,False,cherbourg,no,False,7.2292,0,True,False,False,3,0
0,3,male,25.0,1,0,17.8,third,man,True,southampton,no,False,17.8,0,False,False,True,2,0
0,3,male,25.0,0,0,7.225,third,man,True,cherbourg,no,True,7.225,0,True,False,False,1,1
0,3,male,28.0,0,0,9.5,third,man,True,southampton,no,True,9.5,0,False,False,True,1,1
1,1,female,22.0,0,1,55.0,first,woman,False,southampton,yes,False,55.0,1,False,False,True,2,0
0,2,female,38.0,0,0,13.0,second,woman,False,southampton,no,True,13.0,1,False,False,True,1,1
1,3,female,21.5,0,0,7.8792,third,woman,False,queenstown,yes,True,7.8792,1,False,True,False,1,1
1,3,female,21.5,0,0,7.8792,third,woman,False,queenstown,yes,True,7.8792,1,False,True,False,1,1
0,3,male,40.0,1,4,27.9,third,man,True,southampton,no,False,27.9,0,False,False,True,6,0
0,2,male,29.0,1,0,27.7208,second,man,True,cherbourg,no,False,27.7208,0,True,False,False,2,0
0,3,female,45.0,0,1,14.4542,third,woman,False,cherbourg,no,False,14.4542,1,True,False,False,2,0
0,3,male,35.0,0,0,7.05,third,man,True,southampton,no,True,7.05,0,False,False,True,1,1
0,3,male,25.0,1,0,15.5,third,man,True,queenstown,no,False,15.5,0,False,True,False,2,0
0,3,male,30.0,0,0,7.25,third,man,True,southampton,no,True,7.25,0,False,False,True,1,1
1,1,female,60.0,1,0,75.25,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
1,3,female,21.5,0,0,7.2292,third,woman,False,cherbourg,yes,True,7.2292,1,True,False,False,1,1
1,3,female,21.5,0,0,7.75,third,woman,False,queenstown,yes,True,7.75,1,False,True,False,1,1
1,1,female,24.0,0,0,69.3,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
1,1,male,25.0,1,0,55.4417,first,man,True,cherbourg,yes,False,55.4417,0,True,False,False,2,0
0,3,male,18.0,1,0,6.4958,third,man,True,southampton,no,False,6.4958,0,False,False,True,2,0
0,3,male,19.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,1,male,22.0,0,0,135.6333,first,man,True,cherbourg,no,True,65.6344,0,True,False,False,1,1
0,3,female,3.0,3,1,21.075,third,child,False,southampton,no,False,21.075,1,False,False,True,5,0
1,1,female,35.0,1,0,82.1708,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
1,3,female,22.0,0,0,7.25,third,woman,False,southampton,yes,True,7.25,1,False,False,True,1,1
0,1,male,27.0,0,2,211.5,first,man,True,cherbourg,no,False,65.6344,0,True,False,False,3,0
0,3,male,20.0,0,0,4.0125,third,man,True,cherbourg,no,True,4.0125,0,True,False,False,1,1
0,3,male,19.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
1,1,female,42.0,0,0,227.525,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
1,3,female,1.0,0,2,15.7417,third,child,False,cherbourg,yes,False,15.7417,1,True,False,False,3,0
0,3,male,32.0,0,0,7.925,third,man,True,southampton,no,True,7.925,0,False,False,True,1,1
1,1,female,35.0,1,0,52.0,first,woman,False,southampton,yes,False,52.0,1,False,False,True,2,0
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,2,male,18.0,0,0,73.5,second,man,True,southampton,no,True,65.6344,0,False,False,True,1,1
0,3,male,1.0,5,2,46.9,third,child,False,southampton,no,False,46.9,0,False,False,True,8,0
1,2,female,36.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
0,3,male,25.0,0,0,7.7292,third,man,True,queenstown,no,True,7.7292,0,False,True,False,1,1
1,2,female,17.0,0,0,12.0,second,woman,False,cherbourg,yes,True,12.0,1,True,False,False,1,1
1,1,male,36.0,1,2,120.0,first,man,True,southampton,yes,False,65.6344,0,False,False,True,4,0
1,3,male,21.0,0,0,7.7958,third,man,True,southampton,yes,True,7.7958,0,False,False,True,1,1
0,3,male,28.0,2,0,7.925,third,man,True,southampton,no,False,7.925,0,False,False,True,3,0
1,1,female,23.0,1,0,113.275,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
1,3,female,24.0,0,2,16.7,third,woman,False,southampton,yes,False,16.7,1,False,False,True,3,0
0,3,male,22.0,0,0,7.7958,third,man,True,southampton,no,True,7.7958,0,False,False,True,1,1
0,3,female,31.0,0,0,7.8542,third,woman,False,southampton,no,True,7.8542,1,False,False,True,1,1
0,2,male,46.0,0,0,26.0,second,man,True,southampton,no,True,26.0,0,False,False,True,1,1
0,2,male,23.0,0,0,10.5,second,man,True,southampton,no,True,10.5,0,False,False,True,1,1
1,2,female,28.0,0,0,12.65,second,woman,False,southampton,yes,True,12.65,1,False,False,True,1,1
1,3,male,39.0,0,0,7.925,third,man,True,southampton,yes,True,7.925,0,False,False,True,1,1
0,3,male,26.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,3,female,21.0,1,0,9.825,third,woman,False,southampton,no,False,9.825,1,False,False,True,2,0
0,3,male,28.0,1,0,15.85,third,man,True,southampton,no,False,15.85,0,False,False,True,2,0
0,3,female,20.0,0,0,8.6625,third,woman,False,southampton,no,True,8.6625,1,False,False,True,1,1
0,2,male,34.0,1,0,21.0,second,man,True,southampton,no,False,21.0,0,False,False,True,2,0
0,3,male,51.0,0,0,7.75,third,man,True,southampton,no,True,7.75,0,False,False,True,1,1
1,2,male,3.0,1,1,18.75,second,child,False,southampton,yes,False,18.75,0,False,False,True,3,0
0,3,male,21.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
0,3,female,21.5,3,1,25.4667,third,woman,False,southampton,no,False,25.4667,1,False,False,True,5,0
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,male,25.0,0,0,6.8583,third,man,True,queenstown,no,True,6.8583,0,False,True,False,1,1
1,1,female,33.0,1,0,90.0,first,woman,False,queenstown,yes,False,65.6344,1,False,True,False,2,0
0,2,male,30.0,0,0,0.0,second,man,True,southampton,no,True,0.0,0,False,False,True,1,1
1,3,male,44.0,0,0,7.925,third,man,True,southampton,yes,True,7.925,0,False,False,True,1,1
0,3,female,21.5,0,0,8.05,third,woman,False,southampton,no,True,8.05,1,False,False,True,1,1
1,2,female,34.0,1,1,32.5,second,woman,False,southampton,yes,False,32.5,1,False,False,True,3,0
1,2,female,18.0,0,2,13.0,second,woman,False,southampton,yes,False,13.0,1,False,False,True,3,0
0,2,male,30.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,3,female,10.0,0,2,24.15,third,child,False,southampton,no,False,24.15,1,False,False,True,3,0
0,3,male,25.0,0,0,7.8958,third,man,True,cherbourg,no,True,7.8958,0,True,False,False,1,1
0,3,male,21.0,0,0,7.7333,third,man,True,queenstown,no,True,7.7333,0,False,True,False,1,1
0,3,male,29.0,0,0,7.875,third,man,True,southampton,no,True,7.875,0,False,False,True,1,1
0,3,female,28.0,1,1,14.4,third,woman,False,southampton,no,False,14.4,1,False,False,True,3,0
0,3,male,18.0,1,1,20.2125,third,man,True,southampton,no,False,20.2125,0,False,False,True,3,0
0,3,male,25.0,0,0,7.25,third,man,True,southampton,no,True,7.25,0,False,False,True,1,1
1,2,female,28.0,1,0,26.0,second,woman,False,southampton,yes,False,26.0,1,False,False,True,2,0
1,2,female,19.0,0,0,26.0,second,woman,False,southampton,yes,True,26.0,1,False,False,True,1,1
0,3,male,25.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
1,3,male,32.0,0,0,8.05,third,man,True,southampton,yes,True,8.05,0,False,False,True,1,1
1,1,male,28.0,0,0,26.55,first,man,True,southampton,yes,True,26.55,0,False,False,True,1,1
1,3,female,21.5,1,0,16.1,third,woman,False,southampton,yes,False,16.1,1,False,False,True,2,0
1,2,female,42.0,1,0,26.0,second,woman,False,southampton,yes,False,26.0,1,False,False,True,2,0
0,3,male,17.0,0,0,7.125,third,man,True,southampton,no,True,7.125,0,False,False,True,1,1
0,1,male,50.0,1,0,55.9,first,man,True,southampton,no,False,55.9,0,False,False,True,2,0
1,1,female,14.0,1,2,120.0,first,child,False,southampton,yes,False,65.6344,1,False,False,True,4,0
0,3,female,21.0,2,2,34.375,third,woman,False,southampton,no,False,34.375,1,False,False,True,5,0
1,2,female,24.0,2,3,18.75,second,woman,False,southampton,yes,False,18.75,1,False,False,True,6,0
0,1,male,64.0,1,4,263.0,first,man,True,southampton,no,False,65.6344,0,False,False,True,6,0
0,2,male,31.0,0,0,10.5,second,man,True,southampton,no,True,10.5,0,False,False,True,1,1
1,2,female,45.0,1,1,26.25,second,woman,False,southampton,yes,False,26.25,1,False,False,True,3,0
0,3,male,20.0,0,0,9.5,third,man,True,southampton,no,True,9.5,0,False,False,True,1,1
0,3,male,25.0,1,0,7.775,third,man,True,southampton,no,False,7.775,0,False,False,True,2,0
1,2,female,28.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
1,3,male,25.0,0,0,8.1125,third,man,True,southampton,yes,True,8.1125,0,False,False,True,1,1
1,1,male,4.0,0,2,81.8583,first,child,False,southampton,yes,False,65.6344,0,False,False,True,3,0
1,2,female,13.0,0,1,19.5,second,child,False,southampton,yes,False,19.5,1,False,False,True,2,0
1,1,male,34.0,0,0,26.55,first,man,True,southampton,yes,True,26.55,0,False,False,True,1,1
1,3,female,5.0,2,1,19.2583,third,child,False,cherbourg,yes,False,19.2583,1,True,False,False,4,0
1,1,male,52.0,0,0,30.5,first,man,True,southampton,yes,True,30.5,0,False,False,True,1,1
0,2,male,36.0,1,2,27.75,second,man,True,southampton,no,False,27.75,0,False,False,True,4,0
0,3,male,25.0,1,0,19.9667,third,man,True,southampton,no,False,19.9667,0,False,False,True,2,0
0,1,male,30.0,0,0,27.75,first,man,True,cherbourg,no,True,27.75,0,True,False,False,1,1
1,1,male,49.0,1,0,89.1042,first,man,True,cherbourg,yes,False,65.6344,0,True,False,False,2,0
0,3,male,25.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,3,male,29.0,0,0,7.8958,third,man,True,cherbourg,yes,True,7.8958,0,True,False,False,1,1
0,1,male,65.0,0,0,26.55,first,man,True,southampton,no,True,26.55,0,False,False,True,1,1
1,1,female,35.0,1,0,51.8625,first,woman,False,southampton,yes,False,51.8625,1,False,False,True,2,0
1,2,female,50.0,0,0,10.5,second,woman,False,southampton,yes,True,10.5,1,False,False,True,1,1
0,3,male,25.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
1,1,male,48.0,0,0,26.55,first,man,True,southampton,yes,True,26.55,0,False,False,True,1,1
0,3,male,34.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,1,male,47.0,0,0,38.5,first,man,True,southampton,no,True,38.5,0,False,False,True,1,1
0,2,male,48.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,3,male,25.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,3,male,38.0,0,0,7.05,third,man,True,southampton,no,True,7.05,0,False,False,True,1,1
0,2,male,30.0,0,0,0.0,second,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,1,male,56.0,0,0,26.55,first,man,True,southampton,no,True,26.55,0,False,False,True,1,1
0,3,male,25.0,0,0,7.725,third,man,True,queenstown,no,True,7.725,0,False,True,False,1,1
1,3,female,0.75,2,1,19.2583,third,child,False,cherbourg,yes,False,19.2583,1,True,False,False,4,0
0,3,male,25.0,0,0,7.25,third,man,True,southampton,no,True,7.25,0,False,False,True,1,1
0,3,male,38.0,0,0,8.6625,third,man,True,southampton,no,True,8.6625,0,False,False,True,1,1
1,2,female,33.0,1,2,27.75,second,woman,False,southampton,yes,False,27.75,1,False,False,True,4,0
1,2,female,23.0,0,0,13.7917,second,woman,False,cherbourg,yes,True,13.7917,1,True,False,False,1,1
0,3,female,22.0,0,0,9.8375,third,woman,False,southampton,no,True,9.8375,1,False,False,True,1,1
0,1,male,40.0,0,0,52.0,first,man,True,southampton,no,True,52.0,0,False,False,True,1,1
0,2,male,34.0,1,0,21.0,second,man,True,southampton,no,False,21.0,0,False,False,True,2,0
0,3,male,29.0,1,0,7.0458,third,man,True,southampton,no,False,7.0458,0,False,False,True,2,0
0,3,male,22.0,0,0,7.5208,third,man,True,southampton,no,True,7.5208,0,False,False,True,1,1
1,3,female,2.0,0,1,12.2875,third,child,False,southampton,yes,False,12.2875,1,False,False,True,2,0
0,3,male,9.0,5,2,46.9,third,child,False,southampton,no,False,46.9,0,False,False,True,8,0
0,2,male,30.0,0,0,0.0,second,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,3,male,50.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,3,female,63.0,0,0,9.5875,third,woman,False,southampton,yes,True,9.5875,1,False,False,True,1,1
1,1,male,25.0,1,0,91.0792,first,man,True,cherbourg,yes,False,65.6344,0,True,False,False,2,0
0,3,female,21.5,3,1,25.4667,third,woman,False,southampton,no,False,25.4667,1,False,False,True,5,0
1,1,female,35.0,1,0,90.0,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,2,0
0,1,male,58.0,0,0,29.7,first,man,True,cherbourg,no,True,29.7,0,True,False,False,1,1
0,3,male,30.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,3,male,9.0,1,1,15.9,third,child,False,southampton,yes,False,15.9,0,False,False,True,3,0
0,3,male,25.0,1,0,19.9667,third,man,True,southampton,no,False,19.9667,0,False,False,True,2,0
0,3,male,21.0,0,0,7.25,third,man,True,southampton,no,True,7.25,0,False,False,True,1,1
0,1,male,55.0,0,0,30.5,first,man,True,southampton,no,True,30.5,0,False,False,True,1,1
0,1,male,71.0,0,0,49.5042,first,man,True,cherbourg,no,True,49.5042,0,True,False,False,1,1
0,3,male,21.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,3,male,25.0,0,0,14.4583,third,man,True,cherbourg,no,True,14.4583,0,True,False,False,1,1
1,1,female,54.0,1,0,78.2667,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
0,3,male,25.0,0,0,15.1,third,man,True,southampton,no,True,15.1,0,False,False,True,1,1
0,1,female,25.0,1,2,151.55,first,woman,False,southampton,no,False,65.6344,1,False,False,True,4,0
0,3,male,24.0,0,0,7.7958,third,man,True,southampton,no,True,7.7958,0,False,False,True,1,1
0,3,male,17.0,0,0,8.6625,third,man,True,southampton,no,True,8.6625,0,False,False,True,1,1
0,3,female,21.0,0,0,7.75,third,woman,False,queenstown,no,True,7.75,1,False,True,False,1,1
0,3,female,21.5,0,0,7.6292,third,woman,False,queenstown,no,True,7.6292,1,False,True,False,1,1
0,3,female,37.0,0,0,9.5875,third,woman,False,southampton,no,True,9.5875,1,False,False,True,1,1
1,1,female,16.0,0,0,86.5,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
0,1,male,18.0,1,0,108.9,first,man,True,cherbourg,no,False,65.6344,0,True,False,False,2,0
1,2,female,33.0,0,2,26.0,second,woman,False,southampton,yes,False,26.0,1,False,False,True,3,0
1,1,male,40.0,0,0,26.55,first,man,True,southampton,yes,True,26.55,0,False,False,True,1,1
0,3,male,28.0,0,0,22.525,third,man,True,southampton,no,True,22.525,0,False,False,True,1,1
1,3,male,26.0,0,0,56.4958,third,man,True,southampton,yes,True,56.4958,0,False,False,True,1,1
1,3,male,29.0,0,0,7.75,third,man,True,queenstown,yes,True,7.75,0,False,True,False,1,1
0,3,male,25.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,1,male,36.0,0,0,26.2875,first,man,True,southampton,yes,True,26.2875,0,False,False,True,1,1
1,1,female,54.0,1,0,59.4,first,woman,False,cherbourg,yes,False,59.4,1,True,False,False,2,0
0,3,male,24.0,0,0,7.4958,third,man,True,southampton,no,True,7.4958,0,False,False,True,1,1
0,1,male,47.0,0,0,34.0208,first,man,True,southampton,no,True,34.0208,0,False,False,True,1,1
1,2,female,34.0,0,0,10.5,second,woman,False,southampton,yes,True,10.5,1,False,False,True,1,1
0,3,male,25.0,0,0,24.15,third,man,True,queenstown,no,True,24.15,0,False,True,False,1,1
1,2,female,36.0,1,0,26.0,second,woman,False,southampton,yes,False,26.0,1,False,False,True,2,0
0,3,male,32.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,1,female,30.0,0,0,93.5,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
0,3,male,22.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,male,25.0,0,0,7.225,third,man,True,cherbourg,no,True,7.225,0,True,False,False,1,1
1,1,female,44.0,0,1,57.9792,first,woman,False,cherbourg,yes,False,57.9792,1,True,False,False,2,0
0,3,male,25.0,0,0,7.2292,third,man,True,cherbourg,no,True,7.2292,0,True,False,False,1,1
0,3,male,40.5,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
1,2,female,50.0,0,0,10.5,second,woman,False,southampton,yes,True,10.5,1,False,False,True,1,1
0,1,male,40.0,0,0,221.7792,first,man,True,southampton,no,True,65.6344,0,False,False,True,1,1
0,3,male,39.0,0,0,7.925,third,man,True,southampton,no,True,7.925,0,False,False,True,1,1
0,2,male,23.0,2,1,11.5,second,man,True,southampton,no,False,11.5,0,False,False,True,4,0
1,2,female,2.0,1,1,26.0,second,child,False,southampton,yes,False,26.0,1,False,False,True,3,0
0,3,male,25.0,0,0,7.2292,third,man,True,cherbourg,no,True,7.2292,0,True,False,False,1,1
0,3,male,17.0,1,1,7.2292,third,man,True,cherbourg,no,False,7.2292,0,True,False,False,3,0
1,3,female,21.5,0,2,22.3583,third,woman,False,cherbourg,yes,False,22.3583,1,True,False,False,3,0
0,3,female,30.0,0,0,8.6625,third,woman,False,southampton,no,True,8.6625,1,False,False,True,1,1
1,2,female,7.0,0,2,26.25,second,child,False,southampton,yes,False,26.25,1,False,False,True,3,0
0,1,male,45.0,0,0,26.55,first,man,True,southampton,no,True,26.55,0,False,False,True,1,1
1,1,female,30.0,0,0,106.425,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
0,3,male,25.0,0,0,14.5,third,man,True,southampton,no,True,14.5,0,False,False,True,1,1
1,1,female,22.0,0,2,49.5,first,woman,False,cherbourg,yes,False,49.5,1,True,False,False,3,0
1,1,female,36.0,0,2,71.0,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,3,0
0,3,female,9.0,4,2,31.275,third,child,False,southampton,no,False,31.275,1,False,False,True,7,0
0,3,female,11.0,4,2,31.275,third,child,False,southampton,no,False,31.275,1,False,False,True,7,0
1,2,male,32.0,1,0,26.0,second,man,True,southampton,yes,False,26.0,0,False,False,True,2,0
0,1,male,50.0,1,0,106.425,first,man,True,cherbourg,no,False,65.6344,0,True,False,False,2,0
0,1,male,64.0,0,0,26.0,first,man,True,southampton,no,True,26.0,0,False,False,True,1,1
1,2,female,19.0,1,0,26.0,second,woman,False,southampton,yes,False,26.0,1,False,False,True,2,0
1,2,male,30.0,0,0,13.8625,second,man,True,cherbourg,yes,True,13.8625,0,True,False,False,1,1
0,3,male,33.0,1,1,20.525,third,man,True,southampton,no,False,20.525,0,False,False,True,3,0
1,2,male,8.0,1,1,36.75,second,child,False,southampton,yes,False,36.75,0,False,False,True,3,0
1,1,male,17.0,0,2,110.8833,first,man,True,cherbourg,yes,False,65.6344,0,True,False,False,3,0
0,2,male,27.0,0,0,26.0,second,man,True,southampton,no,True,26.0,0,False,False,True,1,1
0,3,male,25.0,0,0,7.8292,third,man,True,queenstown,no,True,7.8292,0,False,True,False,1,1
1,3,male,22.0,0,0,7.225,third,man,True,cherbourg,yes,True,7.225,0,True,False,False,1,1
1,3,female,22.0,0,0,7.775,third,woman,False,southampton,yes,True,7.775,1,False,False,True,1,1
